Date,Product,Plant,Qty,Reorder,InTransit
2026-10-05,HelioGen 3000 Steam Turbine,Riverside Plant,226,150,120
2026-10-05,HelioGen 3000 Steam Turbine,Rheinland Plant,444,75,48
2026-10-05,FlowGuard 10 Control Valve,Riverside Plant,328,50,159
2026-10-05,FlowGuard 10 Control Valve,Rheinland Plant,499,150,157
2026-10-05,FlowGuard 25 Control Valve,Riverside Plant,546,75,0
2026-10-05,FlowGuard 25 Control Valve,Rheinland Plant,543,50,148
2026-10-05,FlowGuard 50 Safety Valve,Riverside Plant,104,75,180
2026-10-05,FlowGuard 50 Safety Valve,Rheinland Plant,48,100,30
2026-10-05,TorqueMax 15 Induction Motor,Riverside Plant,389,100,148
2026-10-05,TorqueMax 15 Induction Motor,Rheinland Plant,346,75,60
2026-10-05,TorqueMax 30 Induction Motor,Riverside Plant,597,100,56
2026-10-05,TorqueMax 30 Induction Motor,Rheinland Plant,52,150,85
2026-10-05,TorqueMax 60 Servo Motor,Riverside Plant,186,150,121
2026-10-05,TorqueMax 60 Servo Motor,Rheinland Plant,122,100,87
2026-10-05,SenseLine Temperature Sensor,Riverside Plant,348,75,155
2026-10-05,SenseLine Temperature Sensor,Rheinland Plant,239,100,155
2026-10-05,SenseLine Pressure Sensor,Riverside Plant,3,75,61
2026-10-05,SenseLine Pressure Sensor,Rheinland Plant,11,100,196
2026-10-05,SenseLine Vibration Sensor,Riverside Plant,165,150,196
2026-10-05,SenseLine Vibration Sensor,Rheinland Plant,130,50,162
2026-10-05,Pump Seal Kit,Riverside Plant,279,100,160
2026-10-05,Pump Seal Kit,Rheinland Plant,225,100,7
2026-10-05,Turbine Bearing Set,Riverside Plant,311,150,78
2026-10-05,Turbine Bearing Set,Rheinland Plant,314,75,27
2026-10-05,Pump Impeller,Riverside Plant,599,100,126
2026-10-05,Pump Impeller,Rheinland Plant,484,75,150
2026-10-05,Turbine Blade Set,Riverside Plant,322,100,122
2026-10-05,Turbine Blade Set,Rheinland Plant,404,100,54
2026-10-12,AquaFlow 100 Centrifugal Pump,Riverside Plant,253,100,116
2026-10-12,AquaFlow 100 Centrifugal Pump,Rheinland Plant,49,75,170
2026-10-12,AquaFlow 200 Centrifugal Pump,Riverside Plant,521,150,108
2026-10-12,AquaFlow 200 Centrifugal Pump,Rheinland Plant,238,100,195
2026-10-12,AquaFlow 350 Submersible Pump,Riverside Plant,290,75,83
2026-10-12,AquaFlow 350 Submersible Pump,Rheinland Plant,140,100,16
2026-10-12,AquaFlow 500 Booster Pump,Riverside Plant,294,75,124
2026-10-12,AquaFlow 500 Booster Pump,Rheinland Plant,465,100,177
2026-10-12,HelioGen 1000 Gas Turbine,Riverside Plant,26,50,171
2026-10-12,HelioGen 1000 Gas Turbine,Rheinland Plant,351,100,154
2026-10-12,HelioGen 2000 Gas Turbine,Riverside Plant,551,100,3
2026-10-12,HelioGen 2000 Gas Turbine,Rheinland Plant,42,50,9
2026-10-12,HelioGen 3000 Steam Turbine,Riverside Plant,244,100,136
2026-10-12,HelioGen 3000 Steam Turbine,Rheinland Plant,324,150,3
2026-10-12,FlowGuard 10 Control Valve,Riverside Plant,119,75,181
2026-10-12,FlowGuard 10 Control Valve,Rheinland Plant,206,75,147
2026-10-12,FlowGuard 25 Control Valve,Riverside Plant,101,75,95
2026-10-12,FlowGuard 25 Control Valve,Rheinland Plant,387,150,9
2026-10-12,FlowGuard 50 Safety Valve,Riverside Plant,11,150,51
2026-10-12,FlowGuard 50 Safety Valve,Rheinland Plant,115,50,111
2026-10-12,TorqueMax 15 Induction Motor,Riverside Plant,478,50,22
2026-10-12,TorqueMax 15 Induction Motor,Rheinland Plant,415,75,162
2026-10-12,TorqueMax 30 Induction Motor,Riverside Plant,138,150,70
2026-10-12,TorqueMax 30 Induction Motor,Rheinland Plant,140,75,174
2026-10-12,TorqueMax 60 Servo Motor,Riverside Plant,200,75,148
2026-10-12,TorqueMax 60 Servo Motor,Rheinland Plant,83,100,120
2026-10-12,SenseLine Temperature Sensor,Riverside Plant,383,100,114
2026-10-12,SenseLine Temperature Sensor,Rheinland Plant,409,75,128
2026-10-12,SenseLine Pressure Sensor,Riverside Plant,235,50,149
2026-10-12,SenseLine Pressure Sensor,Rheinland Plant,0,50,190
2026-10-12,SenseLine Vibration Sensor,Riverside Plant,329,75,42
2026-10-12,SenseLine Vibration Sensor,Rheinland Plant,430,100,57
2026-10-12,Pump Seal Kit,Riverside Plant,579,75,15
2026-10-12,Pump Seal Kit,Rheinland Plant,304,100,9
2026-10-12,Turbine Bearing Set,Riverside Plant,239,75,86
2026-10-12,Turbine Bearing Set,Rheinland Plant,141,50,81
2026-10-12,Pump Impeller,Riverside Plant,106,50,37
2026-10-12,Pump Impeller,Rheinland Plant,518,150,195
2026-10-12,Turbine Blade Set,Riverside Plant,93,50,76
2026-10-12,Turbine Blade Set,Rheinland Plant,4,100,65
2026-10-19,AquaFlow 100 Centrifugal Pump,Riverside Plant,63,75,89
2026-10-19,AquaFlow 100 Centrifugal Pump,Rheinland Plant,384,150,91
2026-10-19,AquaFlow 200 Centrifugal Pump,Riverside Plant,569,100,73
2026-10-19,AquaFlow 200 Centrifugal Pump,Rheinland Plant,240,75,192
2026-10-19,AquaFlow 350 Submersible Pump,Riverside Plant,315,100,2
2026-10-19,AquaFlow 350 Submersible Pump,Rheinland Plant,359,100,80
2026-10-19,AquaFlow 500 Booster Pump,Riverside Plant,269,100,177
2026-10-19,AquaFlow 500 Booster Pump,Rheinland Plant,0,100,117
2026-10-19,HelioGen 1000 Gas Turbine,Riverside Plant,433,150,85
2026-10-19,HelioGen 1000 Gas Turbine,Rheinland Plant,375,100,84
2026-10-19,HelioGen 2000 Gas Turbine,Riverside Plant,73,50,6
2026-10-19,HelioGen 2000 Gas Turbine,Rheinland Plant,198,50,150
2026-10-19,HelioGen 3000 Steam Turbine,Riverside Plant,542,75,86
2026-10-19,HelioGen 3000 Steam Turbine,Rheinland Plant,219,75,51
2026-10-19,FlowGuard 10 Control Valve,Riverside Plant,152,50,93
2026-10-19,FlowGuard 10 Control Valve,Rheinland Plant,409,100,120
2026-10-19,FlowGuard 25 Control Valve,Riverside Plant,188,150,67
2026-10-19,FlowGuard 25 Control Valve,Rheinland Plant,411,100,28
2026-10-19,FlowGuard 50 Safety Valve,Riverside Plant,295,75,68
2026-10-19,FlowGuard 50 Safety Valve,Rheinland Plant,442,100,105
2026-10-19,TorqueMax 15 Induction Motor,Riverside Plant,427,75,66
2026-10-19,TorqueMax 15 Induction Motor,Rheinland Plant,567,150,74
2026-10-19,TorqueMax 30 Induction Motor,Riverside Plant,360,100,49
2026-10-19,TorqueMax 30 Induction Motor,Rheinland Plant,100,75,113
2026-10-19,TorqueMax 60 Servo Motor,Riverside Plant,266,100,0
2026-10-19,TorqueMax 60 Servo Motor,Rheinland Plant,520,150,144
2026-10-19,SenseLine Temperature Sensor,Riverside Plant,135,75,113
2026-10-19,SenseLine Temperature Sensor,Rheinland Plant,191,75,82
2026-10-19,SenseLine Pressure Sensor,Riverside Plant,540,75,24
2026-10-19,SenseLine Pressure Sensor,Rheinland Plant,217,100,22
2026-10-19,SenseLine Vibration Sensor,Riverside Plant,523,150,12
2026-10-19,SenseLine Vibration Sensor,Rheinland Plant,149,100,131
2026-10-19,Pump Seal Kit,Riverside Plant,139,150,178
2026-10-19,Pump Seal Kit,Rheinland Plant,591,150,120
2026-10-19,Turbine Bearing Set,Riverside Plant,472,50,175
2026-10-19,Turbine Bearing Set,Rheinland Plant,114,75,104
2026-10-19,Pump Impeller,Riverside Plant,90,75,30
2026-10-19,Pump Impeller,Rheinland Plant,30,75,101
2026-10-19,Turbine Blade Set,Riverside Plant,42,75,158
2026-10-19,Turbine Blade Set,Rheinland Plant,317,100,91
2026-10-26,AquaFlow 100 Centrifugal Pump,Riverside Plant,448,150,107
2026-10-26,AquaFlow 100 Centrifugal Pump,Rheinland Plant,426,50,165
2026-10-26,AquaFlow 200 Centrifugal Pump,Riverside Plant,348,100,81
2026-10-26,AquaFlow 200 Centrifugal Pump,Rheinland Plant,441,150,175
2026-10-26,AquaFlow 350 Submersible Pump,Riverside Plant,238,150,157
2026-10-26,AquaFlow 350 Submersible Pump,Rheinland Plant,221,100,55
2026-10-26,AquaFlow 500 Booster Pump,Riverside Plant,2,75,167
2026-10-26,AquaFlow 500 Booster Pump,Rheinland Plant,508,50,98
2026-10-26,HelioGen 1000 Gas Turbine,Riverside Plant,411,100,29
2026-10-26,HelioGen 1000 Gas Turbine,Rheinland Plant,302,75,107
2026-10-26,HelioGen 2000 Gas Turbine,Riverside Plant,490,100,166
2026-10-26,HelioGen 2000 Gas Turbine,Rheinland Plant,145,50,0
2026-10-26,HelioGen 3000 Steam Turbine,Riverside Plant,278,150,105
2026-10-26,HelioGen 3000 Steam Turbine,Rheinland Plant,304,150,102
2026-10-26,FlowGuard 10 Control Valve,Riverside Plant,6,50,109
2026-10-26,FlowGuard 10 Control Valve,Rheinland Plant,199,100,102
2026-10-26,FlowGuard 25 Control Valve,Riverside Plant,6,100,196
2026-10-26,FlowGuard 25 Control Valve,Rheinland Plant,16,150,103
2026-10-26,FlowGuard 50 Safety Valve,Riverside Plant,167,50,193
2026-10-26,FlowGuard 50 Safety Valve,Rheinland Plant,257,75,62
2026-10-26,TorqueMax 15 Induction Motor,Riverside Plant,418,75,99
2026-10-26,TorqueMax 15 Induction Motor,Rheinland Plant,243,150,31
2026-10-26,TorqueMax 30 Induction Motor,Riverside Plant,103,50,97
2026-10-26,TorqueMax 30 Induction Motor,Rheinland Plant,458,75,41
2026-10-26,TorqueMax 60 Servo Motor,Riverside Plant,529,100,183
2026-10-26,TorqueMax 60 Servo Motor,Rheinland Plant,584,150,61
2026-10-26,SenseLine Temperature Sensor,Riverside Plant,103,150,11
2026-10-26,SenseLine Temperature Sensor,Rheinland Plant,525,50,198
2026-10-26,SenseLine Pressure Sensor,Riverside Plant,383,50,53
2026-10-26,SenseLine Pressure Sensor,Rheinland Plant,481,150,36
2026-10-26,SenseLine Vibration Sensor,Riverside Plant,578,100,134
2026-10-26,SenseLine Vibration Sensor,Rheinland Plant,153,75,148
2026-10-26,Pump Seal Kit,Riverside Plant,15,150,91
2026-10-26,Pump Seal Kit,Rheinland Plant,545,50,131
2026-10-26,Turbine Bearing Set,Riverside Plant,284,150,165
2026-10-26,Turbine Bearing Set,Rheinland Plant,377,150,87
2026-10-26,Pump Impeller,Riverside Plant,56,75,104
2026-10-26,Pump Impeller,Rheinland Plant,372,50,14
2026-10-26,Turbine Blade Set,Riverside Plant,10,75,143
2026-10-26,Turbine Blade Set,Rheinland Plant,561,150,184
2026-11-02,AquaFlow 100 Centrifugal Pump,Riverside Plant,228,100,31
2026-11-02,AquaFlow 100 Centrifugal Pump,Rheinland Plant,114,150,175
2026-11-02,AquaFlow 200 Centrifugal Pump,Riverside Plant,492,75,192
2026-11-02,AquaFlow 200 Centrifugal Pump,Rheinland Plant,535,150,102
2026-11-02,AquaFlow 350 Submersible Pump,Riverside Plant,306,100,180
2026-11-02,AquaFlow 350 Submersible Pump,Rheinland Plant,467,75,50
2026-11-02,AquaFlow 500 Booster Pump,Riverside Plant,579,150,49
2026-11-02,AquaFlow 500 Booster Pump,Rheinland Plant,505,50,166
2026-11-02,HelioGen 1000 Gas Turbine,Riverside Plant,383,75,109
2026-11-02,HelioGen 1000 Gas Turbine,Rheinland Plant,498,50,16
2026-11-02,HelioGen 2000 Gas Turbine,Riverside Plant,586,75,31
2026-11-02,HelioGen 2000 Gas Turbine,Rheinland Plant,421,100,37
2026-11-02,HelioGen 3000 Steam Turbine,Riverside Plant,511,100,64
2026-11-02,HelioGen 3000 Steam Turbine,Rheinland Plant,346,100,18
2026-11-02,FlowGuard 10 Control Valve,Riverside Plant,60,75,123
2026-11-02,FlowGuard 10 Control Valve,Rheinland Plant,164,50,91
2026-11-02,FlowGuard 25 Control Valve,Riverside Plant,590,75,198
2026-11-02,FlowGuard 25 Control Valve,Rheinland Plant,298,75,156
2026-11-02,FlowGuard 50 Safety Valve,Riverside Plant,137,75,85
2026-11-02,FlowGuard 50 Safety Valve,Rheinland Plant,274,50,61
2026-11-02,TorqueMax 15 Induction Motor,Riverside Plant,216,75,51
2026-11-02,TorqueMax 15 Induction Motor,Rheinland Plant,216,100,55
2026-11-02,TorqueMax 30 Induction Motor,Riverside Plant,297,75,40
2026-11-02,TorqueMax 30 Induction Motor,Rheinland Plant,15,50,98
2026-11-02,TorqueMax 60 Servo Motor,Riverside Plant,233,75,164
2026-11-02,TorqueMax 60 Servo Motor,Rheinland Plant,330,75,63
2026-11-02,SenseLine Temperature Sensor,Riverside Plant,509,75,57
2026-11-02,SenseLine Temperature Sensor,Rheinland Plant,450,50,111
2026-11-02,SenseLine Pressure Sensor,Riverside Plant,217,75,173
2026-11-02,SenseLine Pressure Sensor,Rheinland Plant,388,100,9
2026-11-02,SenseLine Vibration Sensor,Riverside Plant,40,150,185
2026-11-02,SenseLine Vibration Sensor,Rheinland Plant,18,100,44
2026-11-02,Pump Seal Kit,Riverside Plant,59,50,188
2026-11-02,Pump Seal Kit,Rheinland Plant,244,50,172
2026-11-02,Turbine Bearing Set,Riverside Plant,34,50,65
2026-11-02,Turbine Bearing Set,Rheinland Plant,180,75,125
2026-11-02,Pump Impeller,Riverside Plant,309,150,93
2026-11-02,Pump Impeller,Rheinland Plant,277,150,21
2026-11-02,Turbine Blade Set,Riverside Plant,385,150,111
2026-11-02,Turbine Blade Set,Rheinland Plant,27,50,3
2026-11-09,AquaFlow 100 Centrifugal Pump,Riverside Plant,73,100,52
2026-11-09,AquaFlow 100 Centrifugal Pump,Rheinland Plant,351,75,176
2026-11-09,AquaFlow 200 Centrifugal Pump,Riverside Plant,583,50,80
2026-11-09,AquaFlow 200 Centrifugal Pump,Rheinland Plant,269,100,100
2026-11-09,AquaFlow 350 Submersible Pump,Riverside Plant,529,100,180
2026-11-09,AquaFlow 350 Submersible Pump,Rheinland Plant,32,100,53
2026-11-09,AquaFlow 500 Booster Pump,Riverside Plant,208,75,30
2026-11-09,AquaFlow 500 Booster Pump,Rheinland Plant,304,150,18
2026-11-09,HelioGen 1000 Gas Turbine,Riverside Plant,173,150,81
2026-11-09,HelioGen 1000 Gas Turbine,Rheinland Plant,114,100,139
2026-11-09,HelioGen 2000 Gas Turbine,Riverside Plant,231,75,11
2026-11-09,HelioGen 2000 Gas Turbine,Rheinland Plant,451,50,12
2026-11-09,HelioGen 3000 Steam Turbine,Riverside Plant,277,150,64
2026-11-09,HelioGen 3000 Steam Turbine,Rheinland Plant,534,100,89
2026-11-09,FlowGuard 10 Control Valve,Riverside Plant,323,50,25
2026-11-09,FlowGuard 10 Control Valve,Rheinland Plant,159,100,199
2026-11-09,FlowGuard 25 Control Valve,Riverside Plant,246,50,95
2026-11-09,FlowGuard 25 Control Valve,Rheinland Plant,397,100,118
2026-11-09,FlowGuard 50 Safety Valve,Riverside Plant,10,75,197
2026-11-09,FlowGuard 50 Safety Valve,Rheinland Plant,556,100,193
2026-11-09,TorqueMax 15 Induction Motor,Riverside Plant,466,75,160
2026-11-09,TorqueMax 15 Induction Motor,Rheinland Plant,251,100,149
2026-11-09,TorqueMax 30 Induction Motor,Riverside Plant,511,100,133
2026-11-09,TorqueMax 30 Induction Motor,Rheinland Plant,509,50,46
2026-11-09,TorqueMax 60 Servo Motor,Riverside Plant,315,75,162
2026-11-09,TorqueMax 60 Servo Motor,Rheinland Plant,302,50,28
2026-11-09,SenseLine Temperature Sensor,Riverside Plant,262,100,154
2026-11-09,SenseLine Temperature Sensor,Rheinland Plant,539,100,30
2026-11-09,SenseLine Pressure Sensor,Riverside Plant,427,100,88
2026-11-09,SenseLine Pressure Sensor,Rheinland Plant,171,150,157
2026-11-09,SenseLine Vibration Sensor,Riverside Plant,359,100,199
2026-11-09,SenseLine Vibration Sensor,Rheinland Plant,266,50,133
2026-11-09,Pump Seal Kit,Riverside Plant,586,75,24
2026-11-09,Pump Seal Kit,Rheinland Plant,172,100,101
2026-11-09,Turbine Bearing Set,Riverside Plant,389,50,13
2026-11-09,Turbine Bearing Set,Rheinland Plant,380,50,144
2026-11-09,Pump Impeller,Riverside Plant,317,50,49
2026-11-09,Pump Impeller,Rheinland Plant,169,50,143
2026-11-09,Turbine Blade Set,Riverside Plant,593,150,24
2026-11-09,Turbine Blade Set,Rheinland Plant,584,75,70
2026-11-16,AquaFlow 100 Centrifugal Pump,Riverside Plant,321,75,26
2026-11-16,AquaFlow 100 Centrifugal Pump,Rheinland Plant,100,75,141
2026-11-16,AquaFlow 200 Centrifugal Pump,Riverside Plant,87,75,28
2026-11-16,AquaFlow 200 Centrifugal Pump,Rheinland Plant,233,75,6
2026-11-16,AquaFlow 350 Submersible Pump,Riverside Plant,356,50,90
2026-11-16,AquaFlow 350 Submersible Pump,Rheinland Plant,362,75,115
2026-11-16,AquaFlow 500 Booster Pump,Riverside Plant,300,100,7
2026-11-16,AquaFlow 500 Booster Pump,Rheinland Plant,334,75,115
2026-11-16,HelioGen 1000 Gas Turbine,Riverside Plant,568,50,182
2026-11-16,HelioGen 1000 Gas Turbine,Rheinland Plant,416,50,128
2026-11-16,HelioGen 2000 Gas Turbine,Riverside Plant,169,75,54
2026-11-16,HelioGen 2000 Gas Turbine,Rheinland Plant,116,50,12
2026-11-16,HelioGen 3000 Steam Turbine,Riverside Plant,26,50,76
2026-11-16,HelioGen 3000 Steam Turbine,Rheinland Plant,279,75,76
2026-11-16,FlowGuard 10 Control Valve,Riverside Plant,418,50,108
2026-11-16,FlowGuard 10 Control Valve,Rheinland Plant,384,75,49
2026-11-16,FlowGuard 25 Control Valve,Riverside Plant,462,150,16
2026-11-16,FlowGuard 25 Control Valve,Rheinland Plant,422,150,126
2026-11-16,FlowGuard 50 Safety Valve,Riverside Plant,255,150,20
2026-11-16,FlowGuard 50 Safety Valve,Rheinland Plant,6,75,179
2026-11-16,TorqueMax 15 Induction Motor,Riverside Plant,485,100,151
2026-11-16,TorqueMax 15 Induction Motor,Rheinland Plant,328,75,35
2026-11-16,TorqueMax 30 Induction Motor,Riverside Plant,70,150,185
2026-11-16,TorqueMax 30 Induction Motor,Rheinland Plant,20,150,111
2026-11-16,TorqueMax 60 Servo Motor,Riverside Plant,29,150,94
2026-11-16,TorqueMax 60 Servo Motor,Rheinland Plant,540,75,146
2026-11-16,SenseLine Temperature Sensor,Riverside Plant,431,50,24
2026-11-16,SenseLine Temperature Sensor,Rheinland Plant,455,150,22
2026-11-16,SenseLine Pressure Sensor,Riverside Plant,182,75,0
2026-11-16,SenseLine Pressure Sensor,Rheinland Plant,572,50,16
2026-11-16,SenseLine Vibration Sensor,Riverside Plant,192,150,133
2026-11-16,SenseLine Vibration Sensor,Rheinland Plant,223,50,157
2026-11-16,Pump Seal Kit,Riverside Plant,286,100,105
2026-11-16,Pump Seal Kit,Rheinland Plant,568,75,160
2026-11-16,Turbine Bearing Set,Riverside Plant,185,75,90
2026-11-16,Turbine Bearing Set,Rheinland Plant,561,150,32
2026-11-16,Pump Impeller,Riverside Plant,19,150,21
2026-11-16,Pump Impeller,Rheinland Plant,367,75,122
2026-11-16,Turbine Blade Set,Riverside Plant,177,150,78
2026-11-16,Turbine Blade Set,Rheinland Plant,259,150,64
2026-11-23,AquaFlow 100 Centrifugal Pump,Riverside Plant,431,75,37
2026-11-23,AquaFlow 100 Centrifugal Pump,Rheinland Plant,190,150,108
2026-11-23,AquaFlow 200 Centrifugal Pump,Riverside Plant,557,75,102
2026-11-23,AquaFlow 200 Centrifugal Pump,Rheinland Plant,64,50,46
2026-11-23,AquaFlow 350 Submersible Pump,Riverside Plant,434,50,75
2026-11-23,AquaFlow 350 Submersible Pump,Rheinland Plant,76,50,14
2026-11-23,AquaFlow 500 Booster Pump,Riverside Plant,134,100,189
2026-11-23,AquaFlow 500 Booster Pump,Rheinland Plant,275,50,131
2026-11-23,HelioGen 1000 Gas Turbine,Riverside Plant,217,50,139
2026-11-23,HelioGen 1000 Gas Turbine,Rheinland Plant,356,100,165
2026-11-23,HelioGen 2000 Gas Turbine,Riverside Plant,461,75,11
2026-11-23,HelioGen 2000 Gas Turbine,Rheinland Plant,431,75,170
2026-11-23,HelioGen 3000 Steam Turbine,Riverside Plant,170,50,27
2026-11-23,HelioGen 3000 Steam Turbine,Rheinland Plant,530,75,184
2026-11-23,FlowGuard 10 Control Valve,Riverside Plant,561,50,80
2026-11-23,FlowGuard 10 Control Valve,Rheinland Plant,483,150,104
2026-11-23,FlowGuard 25 Control Valve,Riverside Plant,172,100,83
2026-11-23,FlowGuard 25 Control Valve,Rheinland Plant,27,150,25
2026-11-23,FlowGuard 50 Safety Valve,Riverside Plant,599,75,97
2026-11-23,FlowGuard 50 Safety Valve,Rheinland Plant,507,150,127
2026-11-23,TorqueMax 15 Induction Motor,Riverside Plant,26,50,19
2026-11-23,TorqueMax 15 Induction Motor,Rheinland Plant,509,50,109
2026-11-23,TorqueMax 30 Induction Motor,Riverside Plant,298,100,66
2026-11-23,TorqueMax 30 Induction Motor,Rheinland Plant,565,150,6
2026-11-23,TorqueMax 60 Servo Motor,Riverside Plant,175,75,107
2026-11-23,TorqueMax 60 Servo Motor,Rheinland Plant,191,50,135
2026-11-23,SenseLine Temperature Sensor,Riverside Plant,314,100,117
2026-11-23,SenseLine Temperature Sensor,Rheinland Plant,159,150,87
2026-11-23,SenseLine Pressure Sensor,Riverside Plant,274,50,115
2026-11-23,SenseLine Pressure Sensor,Rheinland Plant,518,150,78
2026-11-23,SenseLine Vibration Sensor,Riverside Plant,205,75,14
2026-11-23,SenseLine Vibration Sensor,Rheinland Plant,597,50,139
2026-11-23,Pump Seal Kit,Riverside Plant,58,100,145
2026-11-23,Pump Seal Kit,Rheinland Plant,248,100,103
2026-11-23,Turbine Bearing Set,Riverside Plant,303,50,29
2026-11-23,Turbine Bearing Set,Rheinland Plant,501,50,180
2026-11-23,Pump Impeller,Riverside Plant,538,75,145
2026-11-23,Pump Impeller,Rheinland Plant,65,50,182
2026-11-23,Turbine Blade Set,Riverside Plant,131,75,154
2026-11-23,Turbine Blade Set,Rheinland Plant,195,75,68
2026-11-30,AquaFlow 100 Centrifugal Pump,Riverside Plant,319,100,4
2026-11-30,AquaFlow 100 Centrifugal Pump,Rheinland Plant,457,75,67
2026-11-30,AquaFlow 200 Centrifugal Pump,Riverside Plant,89,150,116
2026-11-30,AquaFlow 200 Centrifugal Pump,Rheinland Plant,27,50,27
2026-11-30,AquaFlow 350 Submersible Pump,Riverside Plant,82,75,76
2026-11-30,AquaFlow 350 Submersible Pump,Rheinland Plant,124,75,175
2026-11-30,AquaFlow 500 Booster Pump,Riverside Plant,573,150,121
2026-11-30,AquaFlow 500 Booster Pump,Rheinland Plant,322,50,120
2026-11-30,HelioGen 1000 Gas Turbine,Riverside Plant,156,50,97
2026-11-30,HelioGen 1000 Gas Turbine,Rheinland Plant,179,75,62
2026-11-30,HelioGen 2000 Gas Turbine,Riverside Plant,100,50,55
2026-11-30,HelioGen 2000 Gas Turbine,Rheinland Plant,516,75,135
2026-11-30,HelioGen 3000 Steam Turbine,Riverside Plant,486,50,43
2026-11-30,HelioGen 3000 Steam Turbine,Rheinland Plant,428,100,92
2026-11-30,FlowGuard 10 Control Valve,Riverside Plant,43,75,34
2026-11-30,FlowGuard 10 Control Valve,Rheinland Plant,140,100,152
2026-11-30,FlowGuard 25 Control Valve,Riverside Plant,484,50,166
2026-11-30,FlowGuard 25 Control Valve,Rheinland Plant,351,150,42
2026-11-30,FlowGuard 50 Safety Valve,Riverside Plant,577,150,108
2026-11-30,FlowGuard 50 Safety Valve,Rheinland Plant,427,50,75
2026-11-30,TorqueMax 15 Induction Motor,Riverside Plant,366,75,123
2026-11-30,TorqueMax 15 Induction Motor,Rheinland Plant,34,100,194
2026-11-30,TorqueMax 30 Induction Motor,Riverside Plant,449,50,37
2026-11-30,TorqueMax 30 Induction Motor,Rheinland Plant,346,50,130
2026-11-30,TorqueMax 60 Servo Motor,Riverside Plant,179,50,146
2026-11-30,TorqueMax 60 Servo Motor,Rheinland Plant,548,50,91
2026-11-30,SenseLine Temperature Sensor,Riverside Plant,130,75,7
2026-11-30,SenseLine Temperature Sensor,Rheinland Plant,539,75,59
2026-11-30,SenseLine Pressure Sensor,Riverside Plant,53,75,93
2026-11-30,SenseLine Pressure Sensor,Rheinland Plant,154,50,105
2026-11-30,SenseLine Vibration Sensor,Riverside Plant,184,75,79
2026-11-30,SenseLine Vibration Sensor,Rheinland Plant,51,75,5
2026-11-30,Pump Seal Kit,Riverside Plant,526,100,97
2026-11-30,Pump Seal Kit,Rheinland Plant,47,150,189
2026-11-30,Turbine Bearing Set,Riverside Plant,12,150,105
2026-11-30,Turbine Bearing Set,Rheinland Plant,254,50,76
2026-11-30,Pump Impeller,Riverside Plant,260,100,9
2026-11-30,Pump Impeller,Rheinland Plant,77,75,1
2026-11-30,Turbine Blade Set,Riverside Plant,247,75,148
2026-11-30,Turbine Blade Set,Rheinland Plant,37,75,126
2026-12-07,AquaFlow 100 Centrifugal Pump,Riverside Plant,295,150,13
2026-12-07,AquaFlow 100 Centrifugal Pump,Rheinland Plant,13,75,81
2026-12-07,AquaFlow 200 Centrifugal Pump,Riverside Plant,315,100,142
2026-12-07,AquaFlow 200 Centrifugal Pump,Rheinland Plant,473,50,42
2026-12-07,AquaFlow 350 Submersible Pump,Riverside Plant,427,150,46
2026-12-07,AquaFlow 350 Submersible Pump,Rheinland Plant,463,50,41
2026-12-07,AquaFlow 500 Booster Pump,Riverside Plant,431,150,33
2026-12-07,AquaFlow 500 Booster Pump,Rheinland Plant,125,100,145
2026-12-07,HelioGen 1000 Gas Turbine,Riverside Plant,14,75,60
2026-12-07,HelioGen 1000 Gas Turbine,Rheinland Plant,267,50,60
2026-12-07,HelioGen 2000 Gas Turbine,Riverside Plant,49,50,180
2026-12-07,HelioGen 2000 Gas Turbine,Rheinland Plant,96,150,4
2026-12-07,HelioGen 3000 Steam Turbine,Riverside Plant,554,100,6
2026-12-07,HelioGen 3000 Steam Turbine,Rheinland Plant,52,150,5
2026-12-07,FlowGuard 10 Control Valve,Riverside Plant,48,75,88
2026-12-07,FlowGuard 10 Control Valve,Rheinland Plant,360,75,46
2026-12-07,FlowGuard 25 Control Valve,Riverside Plant,417,100,93
2026-12-07,FlowGuard 25 Control Valve,Rheinland Plant,583,50,23
2026-12-07,FlowGuard 50 Safety Valve,Riverside Plant,361,150,13
2026-12-07,FlowGuard 50 Safety Valve,Rheinland Plant,310,75,130
2026-12-07,TorqueMax 15 Induction Motor,Riverside Plant,596,100,169
2026-12-07,TorqueMax 15 Induction Motor,Rheinland Plant,106,50,75
2026-12-07,TorqueMax 30 Induction Motor,Riverside Plant,385,150,147
2026-12-07,TorqueMax 30 Induction Motor,Rheinland Plant,333,50,181
2026-12-07,TorqueMax 60 Servo Motor,Riverside Plant,540,100,66
2026-12-07,TorqueMax 60 Servo Motor,Rheinland Plant,241,100,64
2026-12-07,SenseLine Temperature Sensor,Riverside Plant,420,100,4
2026-12-07,SenseLine Temperature Sensor,Rheinland Plant,129,75,157
2026-12-07,SenseLine Pressure Sensor,Riverside Plant,244,100,24
2026-12-07,SenseLine Pressure Sensor,Rheinland Plant,405,150,9
2026-12-07,SenseLine Vibration Sensor,Riverside Plant,547,150,18
2026-12-07,SenseLine Vibration Sensor,Rheinland Plant,12,100,58
2026-12-07,Pump Seal Kit,Riverside Plant,503,100,181
2026-12-07,Pump Seal Kit,Rheinland Plant,406,100,186
2026-12-07,Turbine Bearing Set,Riverside Plant,523,50,184
2026-12-07,Turbine Bearing Set,Rheinland Plant,476,75,22
