PO_Number,Date,VendorName,Plant,Qty,UnitCost,Amount,PromisedDays,ActualDays,OnTime
504477,2026-07-03,BearingWorks Ltd,Riverside Plant,505,173.55,87642.75,27,25,True
504478,2026-07-03,Siemens Industrial,Riverside Plant,788,199.38,157111.44,10,19,False
504479,2026-07-03,FastenRight Supply,Riverside Plant,473,386.72,182918.56,19,30,False
504480,2026-07-03,BearingWorks Ltd,Riverside Plant,758,176.93,134112.94,29,37,False
504481,2026-07-04,Honeywell Sensing,Rheinland Plant,355,487.08,172913.4,28,26,True
504482,2026-07-04,ElectroParts Co,Rheinland Plant,213,266.35,56732.55,10,10,True
504483,2026-07-04,Honeywell Sensing,Rheinland Plant,395,392.49,155033.55,7,10,False
504484,2026-07-05,GE Power Systems,Rheinland Plant,703,400.35,281446.05,17,18,False
504485,2026-07-05,GE Power Systems,Riverside Plant,463,92.26,42716.38,22,30,False
504486,2026-07-05,GE Power Systems,Rheinland Plant,877,400.47,351212.19,3,7,False
504487,2026-07-05,CopperLine Metals,Rheinland Plant,57,400.13,22807.41,25,29,False
504488,2026-07-05,PrecisionCast Foundry,Rheinland Plant,627,245.85,154147.95,6,11,False
504489,2026-07-05,ElectroParts Co,Riverside Plant,644,105.82,68148.08,7,13,False
504490,2026-07-05,ElectroParts Co,Rheinland Plant,387,372.16,144025.92,11,21,False
504491,2026-07-06,Honeywell Sensing,Riverside Plant,705,181.43,127908.15,18,19,False
504492,2026-07-06,SealTech Polymers,Riverside Plant,976,17.1,16689.6,17,19,False
504493,2026-07-06,SealTech Polymers,Rheinland Plant,498,90.39,45014.22,18,24,False
504494,2026-07-06,GE Power Systems,Riverside Plant,134,92.64,12413.76,22,32,False
504495,2026-07-06,ElectroParts Co,Rheinland Plant,373,339.39,126592.47,17,20,False
504496,2026-07-06,PrecisionCast Foundry,Rheinland Plant,584,143.04,83535.36,24,27,False
504497,2026-07-06,CopperLine Metals,Riverside Plant,701,149.53,104820.53,24,35,False
504498,2026-07-06,Honeywell Sensing,Rheinland Plant,463,339.35,157119.05,13,23,False
504499,2026-07-06,FastenRight Supply,Rheinland Plant,697,227.33,158449.01,27,35,False
504500,2026-07-07,Siemens Industrial,Rheinland Plant,360,204.02,73447.2,25,27,False
504501,2026-07-07,NordSteel AG,Riverside Plant,56,93.71,5247.76,9,18,False
504502,2026-07-07,PrecisionCast Foundry,Rheinland Plant,66,456.67,30140.22,24,31,False
504503,2026-07-07,NordSteel AG,Rheinland Plant,424,208.13,88247.12,12,12,True
504504,2026-07-07,Honeywell Sensing,Rheinland Plant,795,440.68,350340.6,26,30,False
504505,2026-07-07,FastenRight Supply,Riverside Plant,601,65.29,39239.29,18,19,False
504506,2026-07-07,Siemens Industrial,Rheinland Plant,646,471.51,304595.46,20,18,True
504507,2026-07-07,Honeywell Sensing,Rheinland Plant,782,475.46,371809.72,7,7,True
504508,2026-07-07,SealTech Polymers,Rheinland Plant,480,300.01,144004.8,20,30,False
504509,2026-07-08,PrecisionCast Foundry,Rheinland Plant,961,435.8,418803.8,29,34,False
504510,2026-07-08,BearingWorks Ltd,Riverside Plant,58,201.52,11688.16,21,24,False
504511,2026-07-08,NordSteel AG,Rheinland Plant,597,129.47,77293.59,19,24,False
504512,2026-07-08,PrecisionCast Foundry,Rheinland Plant,724,124.1,89848.4,29,35,False
504513,2026-07-08,NordSteel AG,Riverside Plant,328,153.78,50439.84,26,28,False
504514,2026-07-08,CopperLine Metals,Riverside Plant,107,244.72,26185.04,17,28,False
504515,2026-07-08,CopperLine Metals,Rheinland Plant,281,323.3,90847.3,23,21,True
504516,2026-07-08,Siemens Industrial,Rheinland Plant,340,307.93,104696.2,15,23,False
504517,2026-07-08,SealTech Polymers,Rheinland Plant,243,378.14,91888.02,10,16,False
504518,2026-07-09,GE Power Systems,Rheinland Plant,560,321.74,180174.4,3,13,False
504519,2026-07-09,CopperLine Metals,Riverside Plant,481,327.03,157301.43,29,37,False
504520,2026-07-09,Siemens Industrial,Rheinland Plant,509,203.46,103561.14,24,22,True
504521,2026-07-09,NordSteel AG,Riverside Plant,975,176.22,171814.5,6,9,False
504522,2026-07-10,Siemens Industrial,Riverside Plant,138,52.08,7187.04,12,18,False
504523,2026-07-10,Honeywell Sensing,Rheinland Plant,38,167.03,6347.14,12,22,False
504524,2026-07-10,BearingWorks Ltd,Rheinland Plant,131,123.2,16139.2,7,8,False
504525,2026-07-10,Honeywell Sensing,Riverside Plant,118,191.24,22566.32,4,11,False
504526,2026-07-10,PrecisionCast Foundry,Riverside Plant,958,464.42,444914.36,8,17,False
504527,2026-07-10,SealTech Polymers,Rheinland Plant,775,308.1,238777.5,28,36,False
504528,2026-07-11,BearingWorks Ltd,Riverside Plant,261,488.13,127401.93,8,17,False
504529,2026-07-11,NordSteel AG,Rheinland Plant,425,292.89,124478.25,6,14,False
504530,2026-07-11,SealTech Polymers,Riverside Plant,844,170.63,144011.72,6,4,True
504531,2026-07-12,FastenRight Supply,Rheinland Plant,658,33.8,22240.4,21,25,False
504532,2026-07-12,PrecisionCast Foundry,Rheinland Plant,999,398.21,397811.79,9,9,True
504533,2026-07-13,Honeywell Sensing,Riverside Plant,513,497.77,255356.01,24,26,False
504534,2026-07-13,Honeywell Sensing,Rheinland Plant,554,476.47,263964.38,5,11,False
504535,2026-07-13,NordSteel AG,Rheinland Plant,529,161.26,85306.54,6,14,False
504536,2026-07-13,ElectroParts Co,Rheinland Plant,845,50.56,42723.2,11,12,False
504537,2026-07-13,FastenRight Supply,Riverside Plant,377,90.4,34080.8,27,35,False
504538,2026-07-13,CopperLine Metals,Riverside Plant,63,149.95,9446.85,14,18,False
504539,2026-07-13,CopperLine Metals,Rheinland Plant,872,426.41,371829.52,23,27,False
504540,2026-07-14,PrecisionCast Foundry,Rheinland Plant,636,262.37,166867.32,27,38,False
504541,2026-07-14,GE Power Systems,Riverside Plant,819,379.83,311080.77,19,20,False
504542,2026-07-14,PrecisionCast Foundry,Riverside Plant,140,374.45,52423.0,21,29,False
504543,2026-07-14,ElectroParts Co,Rheinland Plant,70,65.06,4554.2,8,9,False
504544,2026-07-15,FastenRight Supply,Rheinland Plant,296,293.68,86929.28,17,20,False
504545,2026-07-15,NordSteel AG,Riverside Plant,760,233.47,177437.2,27,34,False
504546,2026-07-16,BearingWorks Ltd,Rheinland Plant,682,289.04,197125.28,29,36,False
504547,2026-07-16,CopperLine Metals,Rheinland Plant,947,342.98,324802.06,13,11,True
504548,2026-07-16,Honeywell Sensing,Rheinland Plant,608,143.35,87156.8,18,20,False
504549,2026-07-16,BearingWorks Ltd,Riverside Plant,528,110.11,58138.08,16,21,False
504550,2026-07-17,GE Power Systems,Riverside Plant,557,61.84,34444.88,26,37,False
504551,2026-07-17,Siemens Industrial,Riverside Plant,649,164.63,106844.87,16,23,False
504552,2026-07-17,FastenRight Supply,Riverside Plant,390,167.41,65289.9,13,23,False
504553,2026-07-17,FastenRight Supply,Rheinland Plant,177,303.9,53790.3,12,15,False
504554,2026-07-17,NordSteel AG,Rheinland Plant,760,7.58,5760.8,16,20,False
504555,2026-07-17,CopperLine Metals,Rheinland Plant,797,482.66,384680.02,4,6,False
504556,2026-07-17,NordSteel AG,Rheinland Plant,23,461.24,10608.52,29,39,False
504557,2026-07-17,ElectroParts Co,Rheinland Plant,684,417.73,285727.32,18,23,False
504558,2026-07-17,BearingWorks Ltd,Rheinland Plant,813,306.92,249525.96,24,34,False
504559,2026-07-17,SealTech Polymers,Rheinland Plant,483,72.72,35123.76,3,14,False
504560,2026-07-17,NordSteel AG,Riverside Plant,597,129.72,77442.84,5,8,False
504561,2026-07-18,CopperLine Metals,Rheinland Plant,96,193.97,18621.12,21,32,False
504562,2026-07-18,PrecisionCast Foundry,Rheinland Plant,48,86.9,4171.2,11,21,False
504563,2026-07-18,BearingWorks Ltd,Rheinland Plant,663,257.78,170908.14,3,4,False
504564,2026-07-18,Honeywell Sensing,Riverside Plant,167,284.77,47556.59,4,8,False
504565,2026-07-18,PrecisionCast Foundry,Rheinland Plant,517,141.71,73264.07,22,24,False
504566,2026-07-18,Honeywell Sensing,Rheinland Plant,142,406.65,57744.3,25,24,True
504567,2026-07-19,NordSteel AG,Riverside Plant,739,18.72,13834.08,25,28,False
504568,2026-07-19,ElectroParts Co,Riverside Plant,111,482.79,53589.69,24,23,True
504569,2026-07-19,GE Power Systems,Rheinland Plant,279,315.49,88021.71,22,26,False
504570,2026-07-19,FastenRight Supply,Rheinland Plant,526,213.95,112537.7,15,18,False
504571,2026-07-20,NordSteel AG,Rheinland Plant,288,119.63,34453.44,21,29,False
504572,2026-07-20,ElectroParts Co,Rheinland Plant,681,236.09,160777.29,4,4,True
504573,2026-07-20,BearingWorks Ltd,Rheinland Plant,199,400.34,79667.66,11,19,False
504574,2026-07-20,PrecisionCast Foundry,Rheinland Plant,724,409.33,296354.92,28,29,False
504575,2026-07-20,ElectroParts Co,Riverside Plant,710,196.38,139429.8,14,13,True
504576,2026-07-21,Honeywell Sensing,Riverside Plant,103,110.75,11407.25,15,25,False
504577,2026-07-21,CopperLine Metals,Riverside Plant,561,344.29,193146.69,5,4,True
504578,2026-07-21,CopperLine Metals,Riverside Plant,230,28.98,6665.4,5,10,False
504579,2026-07-21,PrecisionCast Foundry,Rheinland Plant,110,416.71,45838.1,21,20,True
504580,2026-07-21,Siemens Industrial,Riverside Plant,223,105.51,23528.73,24,23,True
504581,2026-07-21,FastenRight Supply,Rheinland Plant,958,110.15,105523.7,9,13,False
504582,2026-07-22,CopperLine Metals,Riverside Plant,272,134.64,36622.08,19,22,False
504583,2026-07-22,NordSteel AG,Rheinland Plant,139,148.04,20577.56,29,27,True
504584,2026-07-22,SealTech Polymers,Rheinland Plant,180,7.12,1281.6,19,25,False
504585,2026-07-22,CopperLine Metals,Rheinland Plant,873,291.64,254601.72,21,29,False
504586,2026-07-22,BearingWorks Ltd,Riverside Plant,949,173.17,164338.33,4,14,False
504587,2026-07-23,PrecisionCast Foundry,Rheinland Plant,673,324.16,218159.68,20,30,False
504588,2026-07-23,CopperLine Metals,Riverside Plant,123,89.84,11050.32,14,23,False
504589,2026-07-24,GE Power Systems,Rheinland Plant,217,336.97,73122.49,5,16,False
504590,2026-07-24,GE Power Systems,Rheinland Plant,816,240.34,196117.44,16,20,False
504591,2026-07-24,PrecisionCast Foundry,Rheinland Plant,376,92.32,34712.32,20,19,True
504592,2026-07-24,Siemens Industrial,Riverside Plant,164,305.49,50100.36,22,28,False
504593,2026-07-25,SealTech Polymers,Riverside Plant,63,142.85,8999.55,14,15,False
504594,2026-07-25,FastenRight Supply,Riverside Plant,572,99.6,56971.2,20,21,False
504595,2026-07-25,GE Power Systems,Rheinland Plant,886,93.35,82708.1,24,22,True
504596,2026-07-25,PrecisionCast Foundry,Riverside Plant,658,294.06,193491.48,20,28,False
504597,2026-07-25,Siemens Industrial,Riverside Plant,909,469.42,426702.78,11,22,False
504598,2026-07-25,Honeywell Sensing,Rheinland Plant,509,490.41,249618.69,14,16,False
504599,2026-07-26,Honeywell Sensing,Riverside Plant,140,41.55,5817.0,19,27,False
504600,2026-07-26,PrecisionCast Foundry,Rheinland Plant,736,5.2,3827.2,29,40,False
504601,2026-07-26,PrecisionCast Foundry,Riverside Plant,57,84.77,4831.89,23,28,False
504602,2026-07-26,BearingWorks Ltd,Rheinland Plant,863,389.78,336380.14,11,13,False
504603,2026-07-27,Siemens Industrial,Rheinland Plant,146,45.51,6644.46,29,38,False
504604,2026-07-27,ElectroParts Co,Riverside Plant,790,274.52,216870.8,14,21,False
504605,2026-07-27,Siemens Industrial,Riverside Plant,317,308.63,97835.71,24,30,False
504606,2026-07-27,BearingWorks Ltd,Rheinland Plant,583,384.53,224180.99,13,19,False
504607,2026-07-27,NordSteel AG,Riverside Plant,757,193.04,146131.28,21,32,False
504608,2026-07-27,CopperLine Metals,Riverside Plant,431,17.07,7357.17,10,18,False
504609,2026-07-27,BearingWorks Ltd,Rheinland Plant,127,354.28,44993.56,29,27,True
504610,2026-07-27,ElectroParts Co,Riverside Plant,467,324.03,151322.01,21,23,False
504611,2026-07-28,ElectroParts Co,Riverside Plant,668,320.85,214327.8,17,28,False
504612,2026-07-28,PrecisionCast Foundry,Riverside Plant,493,439.68,216762.24,17,28,False
504613,2026-07-28,NordSteel AG,Riverside Plant,172,163.12,28056.64,5,5,True
504614,2026-07-28,Siemens Industrial,Rheinland Plant,154,202.84,31237.36,24,30,False
504615,2026-07-28,BearingWorks Ltd,Rheinland Plant,677,180.45,122164.65,10,9,True
504616,2026-07-28,FastenRight Supply,Rheinland Plant,938,152.18,142744.84,24,24,True
504617,2026-07-28,ElectroParts Co,Riverside Plant,612,451.18,276122.16,17,21,False
504618,2026-07-28,ElectroParts Co,Rheinland Plant,375,193.16,72435.0,8,19,False
504619,2026-07-29,BearingWorks Ltd,Riverside Plant,566,211.67,119805.22,29,35,False
504620,2026-07-29,Siemens Industrial,Rheinland Plant,561,184.23,103353.03,13,20,False
504621,2026-07-29,GE Power Systems,Rheinland Plant,79,272.07,21493.53,12,11,True
504622,2026-07-29,PrecisionCast Foundry,Riverside Plant,424,250.64,106271.36,29,35,False
504623,2026-07-29,NordSteel AG,Rheinland Plant,906,133.49,120941.94,15,21,False
504624,2026-07-29,SealTech Polymers,Riverside Plant,284,257.77,73206.68,10,15,False
504625,2026-07-29,CopperLine Metals,Riverside Plant,33,117.3,3870.9,14,17,False
504626,2026-07-30,CopperLine Metals,Riverside Plant,768,74.39,57131.52,16,26,False
504627,2026-07-30,Siemens Industrial,Riverside Plant,144,190.2,27388.8,26,33,False
504628,2026-07-30,FastenRight Supply,Riverside Plant,866,79.99,69271.34,19,23,False
504629,2026-07-30,Honeywell Sensing,Rheinland Plant,963,486.69,468682.47,8,9,False
504630,2026-07-30,BearingWorks Ltd,Riverside Plant,512,207.11,106040.32,16,25,False
504631,2026-07-30,Honeywell Sensing,Riverside Plant,753,267.59,201495.27,11,9,True
504632,2026-07-31,BearingWorks Ltd,Rheinland Plant,72,35.79,2576.88,5,8,False
504633,2026-07-31,ElectroParts Co,Riverside Plant,634,194.38,123236.92,21,20,True
504634,2026-07-31,PrecisionCast Foundry,Riverside Plant,732,426.07,311883.24,22,27,False
504635,2026-07-31,Siemens Industrial,Rheinland Plant,581,363.04,210926.24,5,4,True
504636,2026-07-31,FastenRight Supply,Rheinland Plant,222,495.01,109892.22,27,37,False
504637,2026-07-31,PrecisionCast Foundry,Riverside Plant,143,250.43,35811.49,26,26,True
504638,2026-08-01,GE Power Systems,Riverside Plant,834,440.97,367768.98,3,7,False
504639,2026-08-02,PrecisionCast Foundry,Riverside Plant,567,19.67,11152.89,28,38,False
504640,2026-08-02,CopperLine Metals,Riverside Plant,93,17.47,1624.71,28,39,False
504641,2026-08-02,ElectroParts Co,Riverside Plant,868,113.22,98274.96,27,30,False
504642,2026-08-02,GE Power Systems,Riverside Plant,132,497.15,65623.8,4,15,False
504643,2026-08-02,Honeywell Sensing,Rheinland Plant,738,118.12,87172.56,16,20,False
504644,2026-08-02,Siemens Industrial,Rheinland Plant,569,387.18,220305.42,15,24,False
504645,2026-08-03,CopperLine Metals,Riverside Plant,674,300.08,202253.92,3,7,False
504646,2026-08-03,GE Power Systems,Riverside Plant,187,217.33,40640.71,21,20,True
504647,2026-08-03,BearingWorks Ltd,Riverside Plant,818,230.75,188753.5,15,23,False
504648,2026-08-03,GE Power Systems,Rheinland Plant,838,117.59,98540.42,13,11,True
504649,2026-08-03,PrecisionCast Foundry,Riverside Plant,529,359.39,190117.31,4,13,False
504650,2026-08-03,ElectroParts Co,Riverside Plant,204,417.53,85176.12,27,35,False
504651,2026-08-03,FastenRight Supply,Riverside Plant,167,367.8,61422.6,26,35,False
504652,2026-08-04,CopperLine Metals,Riverside Plant,551,89.4,49259.4,5,14,False
504653,2026-08-04,BearingWorks Ltd,Rheinland Plant,863,137.85,118964.55,18,21,False
504654,2026-08-04,FastenRight Supply,Rheinland Plant,877,241.42,211725.34,4,9,False
504655,2026-08-04,SealTech Polymers,Riverside Plant,442,375.37,165913.54,16,17,False
504656,2026-08-04,ElectroParts Co,Riverside Plant,988,355.3,351036.4,12,18,False
504657,2026-08-04,FastenRight Supply,Rheinland Plant,671,382.63,256744.73,20,19,True
504658,2026-08-04,CopperLine Metals,Rheinland Plant,214,123.91,26516.74,18,23,False
504659,2026-08-05,BearingWorks Ltd,Rheinland Plant,928,288.72,267932.16,14,20,False
504660,2026-08-05,NordSteel AG,Riverside Plant,566,442.17,250268.22,29,27,True
504661,2026-08-05,BearingWorks Ltd,Riverside Plant,191,478.3,91355.3,29,32,False
504662,2026-08-05,BearingWorks Ltd,Riverside Plant,385,465.94,179386.9,5,14,False
504663,2026-08-05,ElectroParts Co,Rheinland Plant,334,37.02,12364.68,5,4,True
504664,2026-08-05,ElectroParts Co,Rheinland Plant,790,341.28,269611.2,21,29,False
504665,2026-08-05,GE Power Systems,Riverside Plant,218,382.72,83432.96,20,19,True
504666,2026-08-06,GE Power Systems,Riverside Plant,460,433.07,199212.2,17,21,False
504667,2026-08-06,GE Power Systems,Rheinland Plant,181,161.66,29260.46,8,9,False
504668,2026-08-06,PrecisionCast Foundry,Riverside Plant,52,243.19,12645.88,11,16,False
504669,2026-08-06,NordSteel AG,Rheinland Plant,343,114.87,39400.41,6,16,False
504670,2026-08-06,PrecisionCast Foundry,Rheinland Plant,503,101.4,51004.2,20,25,False
504671,2026-08-06,ElectroParts Co,Rheinland Plant,172,445.61,76644.92,10,20,False
504672,2026-08-06,PrecisionCast Foundry,Rheinland Plant,845,158.25,133721.25,17,21,False
504673,2026-08-06,CopperLine Metals,Riverside Plant,198,451.97,89490.06,27,25,True
504674,2026-08-06,SealTech Polymers,Rheinland Plant,306,335.68,102718.08,29,37,False
504675,2026-08-07,GE Power Systems,Rheinland Plant,673,120.41,81035.93,3,3,True
504676,2026-08-07,Honeywell Sensing,Riverside Plant,484,123.18,59619.12,28,38,False
504677,2026-08-07,CopperLine Metals,Rheinland Plant,866,242.51,210013.66,9,19,False
504678,2026-08-07,FastenRight Supply,Rheinland Plant,872,153.21,133599.12,20,30,False
504679,2026-08-07,NordSteel AG,Rheinland Plant,838,311.24,260819.12,10,8,True
504680,2026-08-08,Honeywell Sensing,Riverside Plant,472,414.35,195573.2,3,7,False
504681,2026-08-08,Honeywell Sensing,Riverside Plant,58,90.16,5229.28,8,6,True
504682,2026-08-08,GE Power Systems,Riverside Plant,894,54.86,49044.84,4,7,False
504683,2026-08-08,PrecisionCast Foundry,Rheinland Plant,502,380.98,191251.96,25,32,False
504684,2026-08-08,Honeywell Sensing,Rheinland Plant,903,483.21,436338.63,25,30,False
504685,2026-08-08,SealTech Polymers,Rheinland Plant,153,9.41,1439.73,20,18,True
504686,2026-08-08,ElectroParts Co,Rheinland Plant,781,226.31,176748.11,19,23,False
504687,2026-08-09,Siemens Industrial,Rheinland Plant,32,122.42,3917.44,3,6,False
504688,2026-08-09,ElectroParts Co,Rheinland Plant,18,291.72,5250.96,11,12,False
504689,2026-08-09,Siemens Industrial,Riverside Plant,503,263.73,132656.19,23,22,True
504690,2026-08-09,Honeywell Sensing,Rheinland Plant,160,181.38,29020.8,20,26,False
504691,2026-08-09,NordSteel AG,Rheinland Plant,929,284.4,264207.6,16,22,False
504692,2026-08-09,NordSteel AG,Rheinland Plant,129,141.71,18280.59,5,8,False
504693,2026-08-10,GE Power Systems,Rheinland Plant,241,332.65,80168.65,22,32,False
504694,2026-08-10,SealTech Polymers,Rheinland Plant,404,261.11,105488.44,6,14,False
504695,2026-08-10,CopperLine Metals,Rheinland Plant,999,172.14,171967.86,7,14,False
504696,2026-08-10,FastenRight Supply,Rheinland Plant,806,313.41,252608.46,26,36,False
504697,2026-08-10,GE Power Systems,Riverside Plant,369,214.91,79301.79,8,17,False
504698,2026-08-11,CopperLine Metals,Riverside Plant,733,70.08,51368.64,26,28,False
504699,2026-08-11,NordSteel AG,Rheinland Plant,680,425.31,289210.8,17,15,True
504700,2026-08-11,FastenRight Supply,Rheinland Plant,574,285.69,163986.06,3,3,True
504701,2026-08-11,Siemens Industrial,Riverside Plant,30,61.87,1856.1,15,22,False
504702,2026-08-11,NordSteel AG,Rheinland Plant,787,320.22,252013.14,10,8,True
504703,2026-08-11,FastenRight Supply,Rheinland Plant,813,334.24,271737.12,10,13,False
504704,2026-08-12,NordSteel AG,Rheinland Plant,676,132.32,89448.32,13,20,False
504705,2026-08-12,FastenRight Supply,Riverside Plant,431,267.35,115227.85,18,23,False
504706,2026-08-12,NordSteel AG,Riverside Plant,437,444.6,194290.2,8,11,False
504707,2026-08-12,FastenRight Supply,Rheinland Plant,750,458.9,344175.0,5,10,False
504708,2026-08-12,SealTech Polymers,Rheinland Plant,35,194.9,6821.5,17,20,False
504709,2026-08-12,BearingWorks Ltd,Rheinland Plant,783,86.12,67431.96,19,25,False
504710,2026-08-12,FastenRight Supply,Rheinland Plant,49,281.86,13811.14,26,30,False
504711,2026-08-12,PrecisionCast Foundry,Riverside Plant,608,347.44,211243.52,20,19,True
504712,2026-08-13,GE Power Systems,Riverside Plant,357,64.02,22855.14,9,16,False
504713,2026-08-13,SealTech Polymers,Riverside Plant,773,468.84,362413.32,16,19,False
504714,2026-08-13,CopperLine Metals,Rheinland Plant,986,442.08,435890.88,21,31,False
504715,2026-08-13,Siemens Industrial,Rheinland Plant,45,351.46,15815.7,7,6,True
504716,2026-08-13,BearingWorks Ltd,Rheinland Plant,248,268.38,66558.24,7,5,True
504717,2026-08-13,ElectroParts Co,Rheinland Plant,613,187.15,114722.95,6,8,False
504718,2026-08-13,GE Power Systems,Rheinland Plant,122,434.55,53015.1,12,21,False
504719,2026-08-13,SealTech Polymers,Riverside Plant,988,96.85,95687.8,16,17,False
504720,2026-08-13,BearingWorks Ltd,Rheinland Plant,221,479.84,106044.64,10,18,False
504721,2026-08-13,Siemens Industrial,Riverside Plant,800,122.67,98136.0,29,40,False
504722,2026-08-14,CopperLine Metals,Riverside Plant,496,473.33,234771.68,11,14,False
504723,2026-08-14,NordSteel AG,Rheinland Plant,491,191.1,93830.1,6,16,False
504724,2026-08-14,NordSteel AG,Rheinland Plant,982,133.55,131146.1,12,11,True
504725,2026-08-14,Honeywell Sensing,Riverside Plant,850,73.96,62866.0,15,19,False
504726,2026-08-14,NordSteel AG,Riverside Plant,766,402.17,308062.22,19,23,False
504727,2026-08-14,Honeywell Sensing,Rheinland Plant,452,25.81,11666.12,8,19,False
504728,2026-08-15,CopperLine Metals,Riverside Plant,475,381.42,181174.5,5,13,False
504729,2026-08-16,PrecisionCast Foundry,Rheinland Plant,58,386.8,22434.4,4,10,False
504730,2026-08-16,FastenRight Supply,Rheinland Plant,551,236.26,130179.26,7,18,False
504731,2026-08-16,Honeywell Sensing,Rheinland Plant,319,357.16,113934.04,16,23,False
504732,2026-08-16,Siemens Industrial,Riverside Plant,312,325.69,101615.28,7,6,True
504733,2026-08-16,GE Power Systems,Riverside Plant,567,110.32,62551.44,24,30,False
504734,2026-08-16,SealTech Polymers,Rheinland Plant,628,117.05,73507.4,24,28,False
504735,2026-08-16,ElectroParts Co,Riverside Plant,207,170.23,35237.61,27,25,True
504736,2026-08-16,NordSteel AG,Rheinland Plant,655,291.69,191056.95,19,30,False
504737,2026-08-16,Siemens Industrial,Rheinland Plant,75,141.48,10611.0,27,30,False
504738,2026-08-16,ElectroParts Co,Riverside Plant,661,120.2,79452.2,3,2,True
504739,2026-08-16,ElectroParts Co,Riverside Plant,767,257.54,197533.18,5,8,False
504740,2026-08-17,NordSteel AG,Rheinland Plant,251,160.05,40172.55,8,14,False
504741,2026-08-17,CopperLine Metals,Rheinland Plant,438,46.68,20445.84,29,32,False
504742,2026-08-17,ElectroParts Co,Riverside Plant,636,271.42,172623.12,18,24,False
504743,2026-08-17,FastenRight Supply,Rheinland Plant,163,132.11,21533.93,13,24,False
504744,2026-08-17,FastenRight Supply,Rheinland Plant,244,61.58,15025.52,10,21,False
504745,2026-08-17,Honeywell Sensing,Rheinland Plant,97,281.43,27298.71,11,9,True
504746,2026-08-17,CopperLine Metals,Riverside Plant,685,56.6,38771.0,3,13,False
504747,2026-08-17,NordSteel AG,Riverside Plant,343,18.18,6235.74,27,25,True
504748,2026-08-17,CopperLine Metals,Rheinland Plant,378,66.8,25250.4,15,17,False
504749,2026-08-17,BearingWorks Ltd,Riverside Plant,851,76.05,64718.55,27,26,True
504750,2026-08-17,Siemens Industrial,Rheinland Plant,211,240.59,50764.49,10,9,True
504751,2026-08-18,GE Power Systems,Riverside Plant,106,173.07,18345.42,5,11,False
504752,2026-08-18,Honeywell Sensing,Riverside Plant,122,279.96,34155.12,17,24,False
504753,2026-08-18,PrecisionCast Foundry,Riverside Plant,729,441.39,321773.31,17,24,False
504754,2026-08-18,Siemens Industrial,Rheinland Plant,104,220.88,22971.52,12,19,False
504755,2026-08-18,Honeywell Sensing,Rheinland Plant,411,386.16,158711.76,5,3,True
504756,2026-08-18,PrecisionCast Foundry,Rheinland Plant,153,248.8,38066.4,3,2,True
504757,2026-08-18,Honeywell Sensing,Riverside Plant,616,449.48,276879.68,3,8,False
504758,2026-08-18,Siemens Industrial,Rheinland Plant,416,263.47,109603.52,15,22,False
504759,2026-08-18,NordSteel AG,Rheinland Plant,278,37.21,10344.38,11,21,False
504760,2026-08-18,SealTech Polymers,Riverside Plant,63,169.03,10648.89,25,26,False
504761,2026-08-18,FastenRight Supply,Rheinland Plant,673,495.17,333249.41,9,7,True
504762,2026-08-19,BearingWorks Ltd,Riverside Plant,960,422.09,405206.4,28,26,True
504763,2026-08-19,Honeywell Sensing,Riverside Plant,700,274.75,192325.0,5,9,False
504764,2026-08-19,Siemens Industrial,Riverside Plant,716,134.59,96366.44,16,17,False
504765,2026-08-19,GE Power Systems,Rheinland Plant,745,375.67,279874.15,20,30,False
504766,2026-08-19,GE Power Systems,Rheinland Plant,839,371.04,311302.56,13,15,False
504767,2026-08-19,ElectroParts Co,Rheinland Plant,841,155.36,130657.76,9,18,False
504768,2026-08-20,FastenRight Supply,Riverside Plant,695,429.52,298516.4,13,15,False
504769,2026-08-20,Honeywell Sensing,Rheinland Plant,559,31.8,17776.2,4,11,False
504770,2026-08-20,SealTech Polymers,Rheinland Plant,671,194.8,130710.8,10,15,False
504771,2026-08-20,Honeywell Sensing,Riverside Plant,508,91.73,46598.84,11,21,False
504772,2026-08-20,ElectroParts Co,Rheinland Plant,598,179.4,107281.2,28,31,False
504773,2026-08-21,ElectroParts Co,Riverside Plant,999,92.44,92347.56,28,31,False
504774,2026-08-21,Honeywell Sensing,Rheinland Plant,476,314.7,149797.2,5,15,False
504775,2026-08-21,FastenRight Supply,Riverside Plant,530,494.88,262286.4,8,11,False
504776,2026-08-21,Siemens Industrial,Riverside Plant,429,90.17,38682.93,23,30,False
504777,2026-08-21,FastenRight Supply,Riverside Plant,48,274.64,13182.72,13,17,False
504778,2026-08-21,BearingWorks Ltd,Riverside Plant,860,255.72,219919.2,5,15,False
504779,2026-08-21,Siemens Industrial,Rheinland Plant,913,295.95,270202.35,26,29,False
504780,2026-08-21,Honeywell Sensing,Rheinland Plant,494,188.01,92876.94,19,20,False
504781,2026-08-22,BearingWorks Ltd,Riverside Plant,591,105.01,62060.91,27,33,False
504782,2026-08-22,CopperLine Metals,Riverside Plant,566,175.75,99474.5,12,22,False
504783,2026-08-22,Honeywell Sensing,Riverside Plant,445,108.04,48077.8,23,22,True
504784,2026-08-22,CopperLine Metals,Riverside Plant,89,122.63,10914.07,9,17,False
504785,2026-08-23,SealTech Polymers,Rheinland Plant,346,97.6,33769.6,21,27,False
504786,2026-08-23,ElectroParts Co,Riverside Plant,890,197.11,175427.9,3,5,False
